training_loss,validation_loss,training_accuracy,validation_accuracy
1.0829314083394492,1.0743251461891612,0.67632,0.6806
0.8166751909591353,0.8097071841264226,0.70828,0.7101
0.7202823886938412,0.7162802190917312,0.7477,0.7482
0.6603479719604067,0.6593241670708747,0.77378,0.7733
0.6144919178598677,0.6115166702467925,0.7938,0.7946
0.5839548540084868,0.5815957687842618,0.8051,0.8039
0.5595166276559196,0.5576792336573266,0.81282,0.8118
0.5396468199961021,0.5406386212558504,0.8203,0.8194
0.5248810243804741,0.5289736439467995,0.8233,0.8201
0.5108135479795354,0.5146639857702194,0.8269,0.8251
0.5045663659529918,0.5052859403525188,0.82784,0.828
0.49096123889431625,0.491438495885035,0.83372,0.8328
0.4848521147733149,0.4859257513170789,0.83432,0.8346
0.4752333770170236,0.47788331292237446,0.8383,0.8359
0.469735347839725,0.46973654694238287,0.83934,0.8384
0.4663446577423064,0.4669767104706187,0.84076,0.838
0.461928303837014,0.46703498340716026,0.84184,0.8367
0.457442501431231,0.45940715140977484,0.84244,0.8384
0.44968910197086653,0.4513708204980109,0.84468,0.8417
0.4497032306345223,0.45640645589038825,0.8446,0.8429
0.44493087861315367,0.44727739691734314,0.8457,0.8424
0.4375447834391728,0.4432052744042342,0.84928,0.8486
0.4342128382924268,0.43752848788811144,0.85098,0.8471
0.4317773193349619,0.434379731014276,0.8518,0.8496
0.43394337937502603,0.43583752537608905,0.8493,0.8492
0.4266192343495691,0.42917718714589526,0.8531,0.8511
0.4252767304096685,0.4318298207726448,0.85322,0.8485
0.4267054894734222,0.43328659986234774,0.85214,0.8491
0.421684375351957,0.4255747993470757,0.8538,0.8527
0.4192023385706765,0.4217271676678566,0.8539,0.8527
0.41258989571762816,0.41748060551798266,0.85842,0.8536
0.4127467893769064,0.4195604020622885,0.85828,0.8509
0.4111625492915778,0.41692314054935603,0.85642,0.8529
0.4079612355555415,0.4158790333635488,0.85834,0.8562
0.40617268321001926,0.41399613345504566,0.85922,0.8534
0.40168631938107485,0.4114342200907932,0.86134,0.8563
0.4068479368944302,0.4134491309049023,0.85892,0.8568
0.4009478547612724,0.4114073775945955,0.86208,0.8562
0.3980069384741051,0.40516721623338714,0.86284,0.8587
0.39849797636270523,0.4080877213910886,0.8625,0.8562
0.39791971538454063,0.40835794588183144,0.8625,0.8582
0.3956113611645711,0.40456420325549547,0.86254,0.8595
0.393273231451926,0.40078450122456644,0.86408,0.8634
0.3894342999057392,0.3972803592492061,0.86608,0.864
0.3955278251405872,0.4069941890942063,0.864,0.8553
0.38836393960753973,0.3994876115944735,0.86608,0.8614
0.3864380355419405,0.3970110753349438,0.86766,0.8614
0.38668938552784493,0.3988760308285428,0.86762,0.8616
0.3904705531228229,0.40590195329325973,0.86568,0.8574
0.3809370822690027,0.3987501949831179,0.86894,0.864
0.3818165164755281,0.3943739578982068,0.86848,0.8627
0.38594396823964766,0.3956312875079501,0.86748,0.8638
0.38056346875093783,0.3920355213295882,0.86962,0.8645
0.3766196023129746,0.3911818874299906,0.8712,0.8644
0.3878138890237455,0.4016598089105764,0.8645,0.8609
0.3791460311778671,0.3896109758858468,0.86956,0.8667
0.3778294851560422,0.38728401036399185,0.8699,0.8676
0.3745383726304297,0.3910875744690561,0.87192,0.8657
0.372770804082951,0.3842656248883837,0.87204,0.8692
0.36817820231094384,0.3823354474867985,0.87426,0.8703
0.3728809368313121,0.38720098194802643,0.8713,0.8662
0.37929115417744497,0.39175236823072856,0.86726,0.8647
0.3652547345213268,0.38116639074246594,0.8751,0.8689
0.3763996778279924,0.39409653557713625,0.8703,0.8647
0.3647677818660998,0.3829062286835567,0.8752,0.8676
0.3618020627390393,0.3803376177693628,0.87652,0.8689
0.36131276740023244,0.37958087074528835,0.87638,0.869
0.36250843297299523,0.37934161513853987,0.87612,0.869
0.3643644161693885,0.3785160268378106,0.8745,0.8702
0.3584589418738394,0.3755527183318594,0.87692,0.8725
0.3584340209774959,0.3770754622046355,0.87684,0.8699
0.3712595711316904,0.391770360860855,0.87082,0.863
0.3569226423683374,0.3756486949077837,0.87764,0.8731
0.35800027266106643,0.37652091454168796,0.87634,0.8706
0.3567005410180677,0.3737788628430883,0.87746,0.8715
0.3532172092010298,0.37328495227607195,0.879,0.8721
0.3538272439709405,0.3750100101634955,0.87934,0.871
0.3558909505072152,0.3776136451655892,0.87698,0.8695
0.3592596043787344,0.3809708577052803,0.87648,0.8678
0.3542616902791021,0.37544698268175125,0.87742,0.8688
