training_loss,validation_loss,training_accuracy,validation_accuracy
0.5033285179437976,0.5024652307003736,0.82334,0.8206
0.43824885258569846,0.44241791180390866,0.84646,0.8432
0.43271870227837006,0.43521554347909985,0.84802,0.8468
0.39065452463798805,0.4039817965491442,0.86128,0.8546
0.38119003421535946,0.39011552584400633,0.86522,0.8601
0.3783828609996615,0.3886573525189364,0.8617,0.859
0.3576108997197985,0.38464276489280164,0.87286,0.8608
0.350419223106869,0.3766621815576,0.87568,0.8652
0.3502025418812336,0.3763970975718228,0.87448,0.8665
0.32005598725553314,0.3483075105493248,0.88494,0.875
0.3234567228414791,0.3600838205044507,0.88478,0.8714
0.3112783386734469,0.3451636736773653,0.88728,0.8765
0.30812524880331416,0.34595506971644935,0.88898,0.8768
0.3221275643978222,0.3653513573241304,0.88472,0.8713
0.29202965475381015,0.33461211830718096,0.8941,0.8806
0.29487675410110503,0.34061491480141415,0.89384,0.8775
0.2941805850291003,0.344047513432728,0.89394,0.8766
0.31114794049933436,0.363384663840977,0.8858,0.8657
0.29728095482013106,0.35103799307881417,0.89178,0.8751
0.28566299934945333,0.34205068631984614,0.89588,0.878
0.2978946082657699,0.35119428328860375,0.89044,0.8717
0.2740283696813353,0.3349242110310974,0.90012,0.8812
0.2854940071831658,0.3472993371168428,0.8937,0.876
0.27088774219006534,0.34179745728769995,0.90068,0.876
0.27152622450603353,0.33993190505772053,0.90234,0.8779
0.28525954748444315,0.3576798708330782,0.89636,0.8721
0.2682703764568163,0.34567009540914734,0.90178,0.878
0.26250346770709304,0.33839658760428937,0.90428,0.8803
0.25429402368252146,0.33225526294932534,0.9093,0.8835
0.25796944873785893,0.3449347671976295,0.90584,0.8782
0.24763851059190062,0.3305067556878323,0.91,0.8834
0.24421715302268418,0.33275174174214334,0.91122,0.8827
0.2513574149041334,0.33644380750587444,0.90956,0.8848
0.24442453420731342,0.3352219444355869,0.91076,0.8838
0.2420758760707859,0.33467052298198396,0.9121,0.883
0.24261328612404956,0.33568033312031403,0.91196,0.8835
0.23508123689919486,0.3352788603437979,0.91412,0.8828
0.2304675288274708,0.3330249716818318,0.916,0.8824
0.22996432533239144,0.3317409547021169,0.9165,0.8837
0.23947682791254568,0.3439902124389346,0.91204,0.8742
0.22661139111999254,0.3350713252699545,0.918,0.8836
0.23660225132577856,0.3471148444069684,0.91288,0.8812
0.2589548202660256,0.3623750614772955,0.90716,0.8782
0.2378741130995747,0.3540398301438181,0.9123,0.8764
0.24978725552622555,0.36949695224804774,0.90528,0.8672
0.2269104887679198,0.34598707952640745,0.91808,0.8762
0.23078883022186258,0.34993504215749854,0.91486,0.8788
0.21775425185329048,0.33780295197922716,0.9216,0.8823
0.2514744677530068,0.37895945027843664,0.90498,0.8717
0.2501171555569904,0.3690215855895207,0.90382,0.8691
0.22312062032700214,0.3496239575812151,0.91956,0.8822
0.22172333366327554,0.34955186813140715,0.91808,0.8769
0.23721000946125279,0.3730026401879547,0.91268,0.8712
0.21758791989394735,0.35017561531608665,0.92002,0.8799
0.22786074825299224,0.36125707128211676,0.91702,0.8784
0.21237788512695926,0.3509348943619583,0.92322,0.8807
0.21628974569834783,0.35551232636123614,0.92092,0.8783
0.2038843876738847,0.3436250293931208,0.92668,0.885
0.20584418204969468,0.3540883496774356,0.92516,0.8788
0.1986436253284595,0.3475978283571826,0.92856,0.8815
0.20885560191381813,0.3609546686876656,0.92366,0.8759
0.20746480868397998,0.3566353396955526,0.92422,0.8793
0.21995092463443355,0.3761276957180671,0.91928,0.8768
0.19940484642936032,0.35955651204011785,0.92766,0.8794
0.19314909343307662,0.3499238275640967,0.93082,0.8813
0.20090984343340484,0.35407236431698486,0.92706,0.8825
0.20469625982181694,0.35986451804439884,0.92638,0.8788
0.19429179632164872,0.35991377348786874,0.93076,0.8796
0.19907717799356273,0.363942297131374,0.9282,0.8814
0.20729824845614275,0.37276065773081085,0.92354,0.8726
0.20572613544058277,0.3811929525979473,0.92386,0.8705
0.19176746289912466,0.36294360188974384,0.93096,0.8826
0.18964996719289337,0.361286153214083,0.93162,0.8808
0.18836314495680734,0.3689576785423088,0.9317,0.8817
0.188479417375308,0.3713933270491399,0.9318,0.8808
0.1885693846513289,0.36720251807246507,0.9323,0.8801
0.19725967654676616,0.3772336690397971,0.92824,0.8771
0.18821951591929895,0.3723288744053039,0.93192,0.8792
0.19455418590264628,0.38192376830210006,0.9279,0.8722
0.18334367761849266,0.37203785842957343,0.9343,0.8801
0.18475423192630577,0.3801422105367428,0.93362,0.8768
0.18885367178939766,0.3845063609104282,0.93126,0.8743
0.20289904151904908,0.3931238687106089,0.92208,0.8708
0.18943039863826,0.3798731199058579,0.93078,0.876
0.19178398742369257,0.3886953605827807,0.92812,0.8771
0.1791750391050824,0.3788715870957318,0.93554,0.8802
0.1893540978188519,0.3887583267836528,0.93158,0.8758
0.18483426219626686,0.39282278532023274,0.93292,0.8743
0.18846924731418238,0.39394173721156217,0.93194,0.8732
0.17056008737255043,0.3757398576251358,0.93966,0.8794
0.17985785540927715,0.38160672637500437,0.9349,0.8763
0.211526727945202,0.4147317041668324,0.9219,0.8694
0.17955679101358896,0.39352353931929557,0.93574,0.8729
0.18830013536535364,0.3975874231722999,0.93174,0.8756
0.17866805674420597,0.3870354741207266,0.93592,0.881
0.17127097724179166,0.388293347700732,0.93806,0.8759
0.17382970064070455,0.3918250571392892,0.93716,0.878
0.1763696499387471,0.3992995641197728,0.93572,0.8777
0.19999957134150748,0.42790815686297146,0.92618,0.8665
0.16593376743207344,0.391071453963624,0.94026,0.8782
