training_loss,validation_loss,training_accuracy,validation_accuracy
0.6901032116857171,0.6847428286463022,0.76454,0.7682
0.5631760790906474,0.5627302470197901,0.81198,0.8096
0.511668849379979,0.5136491796547547,0.82618,0.8202
0.4800037703847978,0.4793950858304277,0.83574,0.8361
0.4707005160067603,0.46878227637298403,0.83716,0.8377
0.451359307197975,0.4517320525989868,0.843,0.8426
0.4350787572871521,0.4380416709779762,0.85096,0.8475
0.43342430141460964,0.44128672799337654,0.8498,0.8449
0.42070634735170404,0.4300338733604411,0.85364,0.8474
0.41850040505451613,0.42792850688658657,0.85382,0.8473
0.402611487650841,0.411244355951529,0.8616,0.8566
0.40265583332684707,0.4141803825936513,0.8595,0.854
0.3949736535462923,0.40566365226925116,0.86244,0.8577
0.38376985642196143,0.3942182899457635,0.86684,0.8628
0.3819557841938827,0.3937380312951282,0.86774,0.8612
0.375350184243836,0.38579460584018377,0.87044,0.8682
0.37174439520863584,0.3862700581525918,0.87032,0.8639
0.36713106588316613,0.38482953424383887,0.87218,0.8654
0.3622212963710271,0.37720603190248364,0.87398,0.8686
0.3639056267135031,0.38325567419197176,0.87332,0.8649
0.35515732760460117,0.3770009532035445,0.87652,0.8675
0.3517303484068904,0.3717294257876114,0.87782,0.872
0.34779038297610126,0.3674019709703047,0.8795,0.874
0.3512615785268991,0.37129421755458464,0.8751,0.8686
0.3386471799947461,0.36139825068920617,0.88286,0.8763
0.34408499623685956,0.3700957941806409,0.88008,0.8718
0.335418353284669,0.35964131248446646,0.88336,0.8747
0.3517674679289851,0.3737423044432886,0.87504,0.8683
0.3258429297680891,0.35461939536952414,0.88602,0.8781
0.33606826561811615,0.3590172970971093,0.88322,0.8756
0.32225863336827953,0.3524704907095991,0.88728,0.8764
0.3210325242832315,0.3512600496313011,0.88754,0.8792
0.317093983298855,0.3527890778920264,0.88912,0.8757
0.31491169044229667,0.3484130978022236,0.8892,0.8795
0.31231759114067886,0.3447200586253952,0.89014,0.8798
0.31397874828573435,0.35313923191735813,0.89032,0.8752
0.3156872282564989,0.355259064454888,0.88848,0.8724
0.3110656907594146,0.34814546922124573,0.89012,0.8784
0.3096714713724941,0.3485755636326794,0.89134,0.8774
0.301974804698934,0.33909088815932625,0.89398,0.8824
0.3007142599615594,0.34392126318267546,0.89552,0.8771
0.3003871231096238,0.33952708197205794,0.89346,0.8792
0.2984706775963411,0.341959138001618,0.89454,0.8778
0.29529110560675237,0.3353765047385241,0.89638,0.8825
0.2968345730367441,0.3456303955325042,0.89598,0.8742
0.28973901483766035,0.33582279294105244,0.899,0.8817
0.2853893055711559,0.3318764797223441,0.90064,0.8835
0.28431401824751695,0.33205634616158203,0.90022,0.8824
0.28291545867863055,0.33128365106558194,0.90054,0.8822
