training_loss,validation_loss,training_accuracy,validation_accuracy
0.28302785742597186,0.3322761234327394,0.90006,0.8801
0.28008356809897234,0.33066317117275323,0.90168,0.8824
0.28413855508241104,0.33936154347164266,0.89988,0.8764
0.28251905951610357,0.334908064407215,0.89938,0.8783
0.28030090218640047,0.3350498632320203,0.90052,0.8794
0.27814199406110973,0.3305389489909314,0.9015,0.8841
0.27585495528572357,0.33017201647464534,0.90276,0.8824
0.2700287127430539,0.3277455274772525,0.90386,0.8824
0.2691422546425046,0.327260726402665,0.9048,0.8838
0.2597720705384581,0.32080016397756117,0.90898,0.887
0.2636379039999962,0.32031269443561033,0.90778,0.8874
0.27347007855309435,0.3322741683801985,0.90386,0.8827
0.25888220986447386,0.3234913503688178,0.90964,0.8845
0.26232132856322743,0.3273996604526765,0.9073,0.88
0.2612985830266104,0.32815830413001384,0.90768,0.8838
0.253950898607625,0.3216253804889624,0.91078,0.8857
0.2517148887765349,0.31920187620159707,0.9121,0.8874
0.2577480671917842,0.3280953181814664,0.90912,0.8819
0.24826110127015621,0.3204911805570417,0.91282,0.8863
0.24931246657781375,0.3221568317703786,0.91288,0.8835
0.2457524704366905,0.3193682791057101,0.91498,0.8875
0.24345858625967376,0.314330299117096,0.91516,0.8915
0.2425664597707549,0.3178736368122569,0.91554,0.8868
0.24699805673149983,0.31973114784046774,0.9123,0.8878
0.24236228453730205,0.315569549448241,0.91436,0.8879
0.24457769628085663,0.3168446286563223,0.91432,0.8879
0.2481261271407384,0.32431221218763967,0.9121,0.8837
0.24080237190236978,0.3220452649278872,0.91574,0.8865
0.23249978203854757,0.31208467343139634,0.91862,0.8893
0.2303499985773224,0.31225432990656843,0.91966,0.8906
0.24121340025583238,0.3247088293328503,0.91496,0.8822
0.23449584703830303,0.321031999972144,0.91808,0.8843
0.22969811710746435,0.3159402769053791,0.91988,0.8902
0.23301235149807137,0.31874232716543627,0.91838,0.8907
0.22626518804127732,0.31562673929647134,0.92118,0.8868
0.22529420571408876,0.3114686677504331,0.92218,0.8898
0.2450617755113155,0.3410523519108217,0.91236,0.8781
0.253161672482717,0.3506825017372903,0.90844,0.8732
0.21791467727124794,0.3069796254508779,0.9239,0.8931
0.22001898626398717,0.31189714148677306,0.92374,0.8908
0.2257667926614097,0.31562365485975463,0.91976,0.8892
0.2348072983680827,0.33286810351889434,0.91632,0.8803
0.2180293904872887,0.31211804062094745,0.92394,0.8914
0.21534682986029954,0.31512906270423263,0.92536,0.8863
0.2153337375767273,0.3123388175275482,0.9251,0.8884
0.2223633924532515,0.32002716236265116,0.92282,0.8878
0.20872912030064975,0.30986667711430926,0.92748,0.8924
0.2069266214413661,0.3076437408873688,0.92866,0.8913
0.21280771844402277,0.310490150531966,0.92462,0.892
0.20694391850575478,0.30866091492296543,0.92852,0.8925
0.2116947108084631,0.3153755637719718,0.92672,0.8913
