training_loss,validation_loss,training_accuracy,validation_accuracy
0.4407111838500468,0.44958155591723914,0.84366,0.8385
0.3954283572522452,0.41403628276653615,0.85554,0.8501
0.3764904436439462,0.41275033071845246,0.85912,0.845
0.38243188512155996,0.4229796822459466,0.8637,0.8506
0.3490582462721717,0.39776850379552636,0.87342,0.8539
0.354499851995404,0.4022210301588071,0.87466,0.8603
0.3371350657394476,0.3950534286611859,0.87246,0.8555
0.3178375853083901,0.38151336059941887,0.87872,0.8597
0.3381330807686283,0.40429132194327666,0.87878,0.863
0.353967868233436,0.4233312241644407,0.8649,0.8486
0.38644200550294533,0.4497655669665901,0.8649,0.8515
0.35091219876570817,0.44779440922823116,0.86636,0.8406
0.32278416641017055,0.4212101202741759,0.88096,0.8604
0.3174994442428169,0.39580979740343813,0.88414,0.8625
0.3195973155894969,0.4196260697422367,0.87816,0.8557
0.3014012195381078,0.40113583972429767,0.883,0.8609
0.31338399588057814,0.4171438408305668,0.88124,0.8592
0.3078565195978091,0.4275601914518953,0.88288,0.8513
0.27949514833259165,0.4031152908230983,0.89862,0.8654
0.36671983330065516,0.47419012462464105,0.85922,0.8398
0.25381832932064774,0.3810697582565211,0.90474,0.8709
0.2751215778648074,0.40634997562304753,0.89878,0.8707
0.28156557758770323,0.40838365521218617,0.89504,0.8675
0.2786439525271102,0.40869608284503467,0.89692,0.8722
0.26686219183997084,0.41504671482181854,0.89988,0.8655
0.27922800785755897,0.4226223252263563,0.89516,0.8584
0.2778392354178258,0.4347961898307403,0.89602,0.8663
0.2669001294279944,0.43031722208309847,0.90022,0.8648
0.2564874844766452,0.4187532848998029,0.90192,0.8646
0.2720879336802851,0.4369370208560026,0.89722,0.8627
0.23816864735305987,0.41127836408406165,0.90814,0.8717
0.27807181155500676,0.44565867378509155,0.89534,0.8567
0.26237784012240045,0.448105722806584,0.90094,0.8642
0.2674586700149245,0.4602959849928833,0.90422,0.8673
0.2809415695040598,0.4590478897511786,0.88504,0.8444
0.26295704037195367,0.4714325169833645,0.90304,0.8645
0.2535097008330261,0.4588470560548607,0.9047,0.8659
0.2573271230840362,0.4565891624628896,0.90372,0.8649
0.24068798822052698,0.4271040943477994,0.91064,0.868
0.2588718498592486,0.4617099409242891,0.89562,0.8529
0.26284825867476364,0.4811713949283445,0.90732,0.863
0.26323425627274344,0.4678470210688394,0.8974,0.8557
0.3953030360043991,0.6357971256617003,0.87386,0.8317
0.23658237745478797,0.45316656729726285,0.91118,0.8668
0.21219190527730675,0.43864224547317565,0.91734,0.8705
0.27764056524754965,0.5153743404102543,0.899,0.8549
0.21460539735112313,0.4611593762698043,0.91854,0.8683
0.2293524512076265,0.44724165184023257,0.9119,0.8672
0.23418270315284187,0.47060858043279225,0.91076,0.8712
0.24704230034171065,0.48888214163061683,0.90846,0.8629
0.23596758006780688,0.46741875680432915,0.9112,0.865
0.21254039637373387,0.45427522274863075,0.9189,0.8711
0.2943183723561774,0.541338762611744,0.90306,0.8649
0.2245008905509331,0.4873943174543685,0.91726,0.8684
0.24759147845301668,0.5119291984985813,0.90434,0.8556
0.22919280919815924,0.494024283876831,0.91562,0.8713
0.2604527644529642,0.5472755964299929,0.90978,0.8595
0.24150173020834842,0.5154907048825661,0.91336,0.8686
0.22923958762997973,0.4976569846421923,0.91442,0.8685
0.21591592920363,0.49396197660329333,0.91698,0.8659
0.23414014770583264,0.5235387550393936,0.90986,0.8582
0.27022132796979303,0.5251106448493574,0.90468,0.8663
0.23779494727436443,0.5239925493752344,0.91632,0.8671
0.2527504184050484,0.535309379740668,0.90928,0.8634
0.21834999398768243,0.5174389127882925,0.9185,0.8701
0.21943853943435804,0.515074224205531,0.91588,0.8659
0.21932902204630228,0.5104848573785287,0.9182,0.8689
0.22786266788944395,0.5313430156059159,0.9144,0.8638
0.21475701009657086,0.5025749077572035,0.91868,0.8644
0.2180563600982949,0.5015764310680977,0.9163,0.8646
0.21490171239133873,0.5300006941058302,0.91886,0.8634
0.25895758431351945,0.5862997461912608,0.90946,0.8606
0.21602413927043643,0.5231593144958028,0.91798,0.8689
0.20635366948326053,0.5257907516163356,0.9226,0.8688
0.20187738586419543,0.5153964047540137,0.92404,0.8694
0.2203808652893018,0.5332612429210328,0.91748,0.8636
0.24857085594904518,0.5554334489309158,0.91064,0.8592
0.20735045402378746,0.5240439718328478,0.92114,0.8713
0.21468879552828798,0.5625681808985274,0.91646,0.8574
0.2358503241461893,0.6085712496416603,0.91232,0.8573
0.1970809671695975,0.5416649174274586,0.92456,0.8669
0.2539521003395718,0.5967138514681489,0.9108,0.8558
0.2171102903971111,0.5436810781261993,0.91838,0.8644
0.21351074370223108,0.5630874687501065,0.91992,0.8673
0.20862108648597638,0.5448021891177383,0.9204,0.8638
0.20382677577640188,0.5592164836065879,0.91802,0.8604
0.21413841292157362,0.5568765518049055,0.91912,0.8632
0.24277039962068853,0.6408703202500554,0.91374,0.8566
0.1807647207721067,0.5758124279308706,0.93056,0.8747
0.2280268553834179,0.6189425786185282,0.9145,0.8563
0.21147229095653824,0.5920908582868302,0.9235,0.8643
0.19247810107344915,0.5442326560372373,0.92872,0.8702
0.24759370901515607,0.6285153301582923,0.90776,0.8555
0.1903269827829858,0.5709551905538918,0.92774,0.8687
0.1838729934199218,0.5524280350508186,0.9296,0.8665
0.1887736734204955,0.5697791137025151,0.92884,0.8703
0.18136820922294505,0.5459000648869754,0.9312,0.8714
0.19619597501579164,0.5843265531188961,0.9254,0.8677
0.1846064810396616,0.5733059310816943,0.93138,0.8733
0.2065087664778861,0.5888680910716338,0.92304,0.8648
