training_loss,validation_loss,training_accuracy,validation_accuracy
0.6555351907639857,0.6505596569821804,0.77858,0.7804
0.5557247103022798,0.5539631605902805,0.8075,0.8024
0.5045468132666615,0.5070522005044962,0.82388,0.8225
0.4590380178845447,0.45952389511881,0.83936,0.8365
0.4402225336912648,0.4392713717644728,0.84358,0.8409
0.42661850463094003,0.4319621460347236,0.84766,0.8413
0.4088475094426928,0.4167949063113973,0.85458,0.8516
0.4017445844838686,0.41096929206123833,0.85696,0.8533
0.3934831559048284,0.3997262293779397,0.86066,0.8609
0.3824167207759969,0.3955597788849963,0.8621,0.8581
0.37277973105992807,0.3849665564072283,0.86782,0.863
0.36991656272460127,0.3841726202753526,0.86628,0.8618
0.3638515155333692,0.3783165212673477,0.86962,0.8657
0.35604327779901607,0.37306698628618745,0.87136,0.8665
0.35868997132534264,0.38017081120346163,0.86858,0.861
0.3555284044169404,0.3731536486103565,0.87228,0.8679
0.35273394232515787,0.3737092187887506,0.8711,0.8653
0.33780423477482613,0.35661670207222806,0.87902,0.8733
0.34526413214176205,0.36970620272280297,0.8742,0.8668
0.34135108553540067,0.3670291355516337,0.87754,0.8667
0.335469569810821,0.35801903582826444,0.87848,0.8721
0.3369877900156524,0.3620152341414101,0.87864,0.8681
0.3296566234372766,0.35537845669667933,0.88074,0.8727
0.32369678720946204,0.35038686553134196,0.88362,0.8744
0.3186858831083073,0.34439176688843137,0.8854,0.8765
0.3224274011524132,0.3506449500593958,0.88296,0.8724
0.3144026601787113,0.33977733722215964,0.88566,0.8783
0.3219284368750384,0.3526736567669277,0.88148,0.8731
0.3077242631284172,0.344289644798146,0.88874,0.878
0.3140437782115644,0.35357514231265347,0.88594,0.8714
0.3064244170399273,0.3439763146865217,0.88784,0.8781
0.29921409819284667,0.33367718680749964,0.89242,0.8821
0.30257121254416075,0.33902720673174797,0.88906,0.8794
0.29930710964038243,0.34065262067921553,0.89146,0.8794
0.3044626753577186,0.342109383850158,0.89002,0.8796
0.29161304128749294,0.3268285361649115,0.89538,0.8842
0.29877966996806354,0.3367152564887759,0.88978,0.8765
0.29236554047640634,0.3344292535057551,0.89454,0.8824
0.2868751561855111,0.33501354482354995,0.89624,0.8815
0.2905065373462789,0.33647931055932107,0.89504,0.8795
0.28197687357435447,0.32579140195363687,0.89774,0.8816
0.28290016461363837,0.33231442355656926,0.89768,0.8828
0.2839437538705519,0.32761051628408555,0.8984,0.8848
0.279711233037512,0.3272818802278253,0.89954,0.8841
0.27672724098043366,0.3228440250776991,0.90014,0.8844
0.28099037234283164,0.3311064245202873,0.89812,0.8832
0.27640510481946606,0.32418339331693286,0.89968,0.8849
0.27482108379264014,0.3280938963724088,0.8995,0.8817
0.2764315577724096,0.3257718670028674,0.90088,0.8802
0.2712922444200272,0.3227631472334077,0.90156,0.885
0.2697425790302589,0.3220457968455327,0.9023,0.8835
0.27097498694115585,0.3236166570760027,0.89974,0.8839
0.2781378913413533,0.33201088878927354,0.89922,0.8801
0.26737282857718064,0.32089932432657553,0.90232,0.8841
0.2627512646072051,0.31860795692552496,0.905,0.8849
0.26481605243042605,0.3180295028075387,0.90404,0.8856
0.2597917416668914,0.3190965018694914,0.90602,0.8872
0.25944538601219197,0.31579546460622476,0.90572,0.8855
0.2606448518193286,0.31961599086658865,0.90596,0.8862
0.2573883553104632,0.31777506180201903,0.90672,0.8861
0.2597710320635525,0.3215517173462276,0.9051,0.8835
0.2535735702194521,0.32189953308316727,0.9086,0.8868
0.25427143851204603,0.31693587857711164,0.908,0.8857
0.2499055753049948,0.3151828418426876,0.90942,0.889
0.25164289783943644,0.31881899622422233,0.90956,0.8858
0.250083483012436,0.3122459493483169,0.91034,0.8881
0.2491202541362599,0.3121099485249459,0.90978,0.8884
0.2563754506504444,0.3197579762980908,0.90968,0.8875
0.25890376733239656,0.33612986361678643,0.90572,0.8816
0.24443685389159586,0.314603633895705,0.91054,0.888
0.24262913373653847,0.32417879942097244,0.91236,0.8887
0.2479798374387919,0.31934804120395754,0.90796,0.8893
0.24267325234001555,0.3106555938720703,0.9133,0.8881
0.24134269734020428,0.3129692058774489,0.91434,0.8887
0.24186738618575704,0.31520748138427734,0.91426,0.8879
0.24743678470325592,0.31662180303018306,0.91242,0.8857
0.24801263872467344,0.3158264267670957,0.91098,0.8877
0.2398943244801153,0.3129454287169855,0.9135,0.8886
0.23721211359781377,0.31329730322843863,0.91604,0.8886
0.2365367823397107,0.31064619501180285,0.91384,0.8886
0.23991584398633684,0.31712839309173296,0.91616,0.8892
0.23585308909111316,0.3177826364960852,0.91494,0.8869
0.2580742407637789,0.3309812943769407,0.90206,0.8775
0.23388394393274548,0.312251957722857,0.91504,0.8907
0.2329753158837938,0.31458655961706666,0.91708,0.8918
0.2310569359899482,0.3104386178753044,0.91672,0.8879
0.23043119000351947,0.3116953790282147,0.91748,0.8864
0.22804254752671932,0.30815151465844504,0.9191,0.8914
0.22770182569237316,0.30840665356645103,0.91778,0.8897
0.22697637965688316,0.31091714961619316,0.91726,0.8884
0.22772904611228373,0.3147261718028708,0.91666,0.8877
0.22943589723933383,0.3169023885002619,0.91664,0.8887
0.22303534161937816,0.3081722361377523,0.92136,0.8895
0.22666188447600435,0.31464376819284656,0.91668,0.8854
0.22454130058855656,0.3071155575445936,0.91932,0.8915
0.21889506817778662,0.30740719505503206,0.92142,0.8911
0.21952482692116057,0.3065690468006496,0.92088,0.8917
0.21796173183128353,0.3051299045357523,0.92158,0.8914
0.21919603018885683,0.31080647529680516,0.92228,0.8935
0.2190615072693971,0.3079472782113884,0.92202,0.89
